t,o,h,l,c
1726790400,19815.25,19832.75,19788.25,19816
1726804800,19818.25,19835,19791,19829
1726819200,19828.25,19828.25,19746.5,19783.25
1726833600,19782.25,20049,19781,20037
1727046000,20038.25,20160.5,20024.75,20149.75
1727060400,20149.75,20164,20082.5,20086
1727074800,20086.75,20090.5,19955.25,20072.25
1727089200,20071.5,20126.75,20031.25,20097
1727103600,20097,20125.75,20018.75,20081.25
1727118000,20081,20089.25,20043,20069
1727136000,20068.25,20095.75,20022.5,20050
1727150400,20048,20153.75,20045,20152.25
1727164800,20151.75,20179.25,20050.75,20105.75
1727179200,20106,20214.75,19953,20187
1727193600,20187.5,20214.25,20109,20170
1727208000,20170,20192.25,20136.25,20142.25
1727226000,20141.75,20155.75,20109.75,20129.25
1727240400,20129,20139.75,20064.5,20097
1727254800,20096.5,20158,20079.75,20149.25
1727269200,20149.25,20271,20138.25,20178.5
1727283600,20178.75,20245,20135.75,20242
1727301600,20242,20322,20232,20317.25
1727316000,20317.25,20421.5,20309.75,20418.5
1727330400,20417.75,20499.75,20417.75,20469.25
1727344800,20468.25,20538,20405,20427.25
1727359200,20428.25,20437,20188,20274.25
1727373600,20274,20381.75,20274,20365.25
1727391600,20365.75,20367,20284.75,20294.5
1727406000,20295.75,20358.5,20252.25,20273.5
1727420400,20273.25,20323.75,20235,20292.75
1727434800,20292.75,20395.75,20272.5,20307.5
1727449200,20308.5,20312.25,20173.25,20248.5
1727463600,20248.25,20282.5,20158,20273.75
1727654400,20276.25,20287,20153.5,20220.25
1727668800,20220,20247.25,20146,20224
1727683200,20224.25,20224.5,20119.5,20130
1727697600,20129.75,20262.5,20124.25,20207.75
1727712000,20206.75,20286.75,20056,20271
1727726400,20271,20278.25,20213.25,20269
1727744400,20269.25,20331.75,20252.75,20257.25
1727758800,20257,20291.75,20215,20270
1727773200,20270,20324.75,20253,20276
1727787600,20275.25,20280,19818,19934.5
1727802000,19935,20081.25,19844.5,19962.25
1727820000,19975.25,19990.25,19891.25,19984
1727834400,19985.25,19996,19880.25,19921
1727848800,19921.25,19971.5,19891,19912.25
1727863200,19912,20010.75,19833.5,19915.25
1727877600,19916,20090.25,19905.5,20045.25
1727892000,20044.25,20072.5,19985.75,20044.75
1727910000,20045,20056.75,19950,19962.5
1727924400,19962,19981.25,19924.25,19964.25
1727938800,19962.25,19966.75,19852,19947.25
1727953200,19946.5,20113.5,19894.75,19940
1727967600,19940.75,20059.5,19879,19942.75
1727982000,19942.75,20017.5,19913.75,19983.5
1728000000,19982.5,20069.5,19948.25,20011.75
1728014400,20018.25,20039.5,19972,20033
1728028800,20032.25,20085.5,19995,20062.75
1728043200,20063.5,20263.75,20013.25,20141.5
1728057600,20141.5,20245.5,20081.5,20227
1728072000,20227.25,20267.25,20197.25,20218
1728262800,20217,20263.75,20203.25,20217
1728277200,20217,20220,20112,20113.25
1728291600,20113.25,20142.75,20058,20125.5
1728306000,20126,20187.25,20088.75,20136.25
1728320400,20136.25,20163.25,19948,20017
1728338400,20025.75,20031,19902.5,19979.5
1728352800,19979.75,20012,19955.5,19979
1728367200,19978.5,20089.75,19942.5,20073
1728381600,20072.75,20158,20054.5,20156
1728396000,20155.75,20273.75,20155.25,20232
1728410400,20232,20329.5,20223,20289.75
1728428400,20289.5,20297,20238.75,20246.25
1728442800,20245.5,20252.75,20210.25,20231.5
1728457200,20231.5,20293,20196,20281.25
1728471600,20280.5,20363.75,20238.5,20361.25
1728486000,20361.75,20461.75,20355,20433.5
1728500400,20433.25,20482.75,20405.25,20450
1728518400,20450.75,20474,20435.75,20472.25
1728532800,20468,20474,20416,20422.75
1728547200,20422.5,20439.75,20401.25,20437.25
1728561600,20437.75,20478.5,20301.5,20475.25
1728576000,20475,20508.25,20372.5,20429.5
1728590400,20429.5,20464.75,20417.25,20447.75
1728608400,20447.5,20468.25,20432.75,20435.25
1728622800,20435.25,20436.5,20354,20359.75
1728637200,20360.75,20416.25,20355,20369
1728651600,20369.25,20481,20314.75,20440.25
1728666000,20440.25,20494.25,20406.5,20413.25
1728856800,20432.5,20450.75,20395,20400.25
1728871200,20400,20433.5,20383.5,20431
1728885600,20431,20490,20424.25,20487.5
1728900000,20487.75,20671.25,20487.75,20670.75
1728914400,20671.75,20680,20525,20607.75
1728928800,20608,20666.75,20596.5,20626
1728946800,20625.75,20637.25,20590,20623
1728961200,20622.25,20635,20591,20591.5
1728975600,20591.5,20622,20563.5,20608.25
1728990000,20608.5,20659.25,20331.25,20399.5
1729004400,20399.75,20448,20323.25,20330.25
1729018800,20330.25,20365.75,20254,20351.75
1729036800,20352,20390.5,20340.5,20389.75
1729051200,20392,20398.5,20330,20390.25
1729065600,20389.75,20392.25,20336,20375.5
1729080000,20375.25,20378.5,20206.25,20275
1729094400,20274.75,20379.25,20270,20347
1729108800,20346.75,20348.5,20276.75,20314
1729126800,20314.75,20325.25,20279.75,20296.25
1729141200,20296.25,20495.5,20293.5,20492.25
1729155600,20492.5,20560.75,20466.25,20558.75
1729170000,20559.25,20594.75,20366.5,20467.5
1729184400,20467.25,20501.25,20354,20383.5
1729202400,20384,20414.5,20320.75,20379.25
1729216800,20380.25,20407,20352.5,20404.75
1729231200,20404.5,20468,20397,20429.25
1729245600,20430,20510.5,20418.5,20475.25
1729260000,20476.25,20529.75,20442,20485.5
1729274400,20485.75,20523.75,20451.75,20516.5
1729465200,20516.25,20526,20484.75,20491
1729479600,20490,20500.25,20425,20434.5
1729494000,20434.5,20460.75,20369.5,20371.75
1729508400,20371.5,20554.5,20343.75,20427.75
1729522800,20428,20497.25,20345,20457.75
1729537200,20458.25,20547.25,20446,20516
1729555200,20516,20516.25,20457,20466.75
1729569600,20462,20488,20432.25,20465.25
1729584000,20465,20475.5,20375.75,20410.25
1729598400,20410.5,20520,20360.25,20473.25
1729612800,20473,20602.25,20425.25,20540
1729627200,20540.25,20541.5,20490.5,20497
1729645200,20498.75,20529.75,20492.5,20519.5
1729659600,20518.25,20542.5,20483.75,20488.75
1729674000,20488.75,20505.75,20443.5,20454.75
1729688400,20454.75,20462.75,20232.5,20248.5
1729702800,20248.75,20299.5,20079,20274.5
1729720800,20294.25,20338.25,20268,20325.75
1729735200,20325,20343.5,20306.5,20324
1729749600,20323,20401.75,20314.5,20377
1729764000,20377.25,20428.5,20296.25,20337
1729778400,20337.25,20389,20261.75,20344.5
1729792800,20345.5,20413.5,20327.25,20379.5
1729810800,20379.5,20412.75,20364,20398
1729825200,20398.25,20406.25,20364.75,20387
1729839600,20386.75,20445.75,20383.25,20430
1729854000,20429.5,20707.25,20410,20656
1729868400,20656,20675.75,20460,20543
1729882800,20543.5,20622.25,20472,20598.25
1730073600,20597.75,20649,20592,20614
1730088000,20612.25,20658.5,20602,20629.75
1730102400,20630.75,20676.5,20606.25,20619
1730116800,20619.25,20665.75,20520.5,20528
1730131200,20526.75,20571.5,20486,20500.25
1730145600,20500.5,20525.5,20476.25,20513.25
1730163600,20513.5,20519.5,20456,20492
1730178000,20491.5,20554.75,20482,20526
1730192400,20526.75,20529.5,20461,20488
1730206800,20489.25,20658.25,20432.25,20648.75
1730221200,20648.25,20760.25,20647.5,20708.25
1730239200,20734,20788.5,20719,20782.5
1730253600,20782.5,20784,20702.5,20709.5
1730268000,20712,20765,20709,20730.75
1730282400,20730.5,20754.5,20542.75,20632.5
1730296800,20631.5,20699.5,20558,20576.5
1730311200,20576,20622.25,20426.75,20439
1730329200,20437,20463.75,20401,20433.25
1730343600,20434,20441.5,20353.5,20359
1730358000,20359.25,20359.25,20287,20340.75
1730372400,20341,20417,20070.25,20088.25
1730386800,20087.75,20115.5,20009.25,20048.25
1730401200,20048.5,20132,20008.5,20073.75
1730419200,20074,20101.75,20017,20086.5
1730433600,20089.25,20127,20055.25,20089.75
1730448000,20090.75,20131.75,20081.75,20107.75
1730462400,20109.5,20288,20057.5,20221.75
1730476800,20222.25,20253.75,20122.75,20147
1730491200,20147,20200,20070.5,20190.5
1730685600,20191,20248.5,20183.75,20230.5
1730700000,20230.75,20247.75,20135.25,20165
1730714400,20165.75,20211.25,20100.75,20147
1730728800,20147.25,20226.75,20013.25,20128.25
1730743200,20128.5,20175.75,20070.25,20114.5
1730761200,20130.75,20132,20041.75,20103
1730775600,20101.75,20124.75,20082.5,20118
1730790000,20118.25,20167,20101.75,20143.25
1730804400,20143.25,20299.5,20107.5,20290.75
1730818800,20289.75,20372.75,20232.5,20308.75
1730833200,20308.5,20385.5,20280.5,20343.5
1730851200,20343,20640.25,20323.5,20593.25
1730865600,20594,20711.25,20457.75,20680.75
1730880000,20679.75,20731.25,20580,20605.75
1730894400,20608.5,20822,20599.25,20724.25
1730908800,20724.25,20895.25,20692.5,20890
1730923200,20890.25,20935.25,20861.5,20874
1730941200,20874,20933,20866.5,20920
1730955600,20929.25,20966.25,20908.5,20935.25
1730970000,20934.75,20977.5,20915,20967
1730984400,20967.5,21199,20958.25,21194
1730998800,21194.5,21253,21151.25,21221.75
1731013200,21222,21251.5,21202.5,21232.25
1731031200,21231.75,21263.25,21218.5,21251.75
1731045600,21252,21257,21211.25,21225.25
1731060000,21225.25,21225.25,21121.75,21162
1731074400,21162.5,21236.5,21156.25,21217.75
1731088800,21217.75,21265,21208,21228.5
1731279600,21249.75,21320,21249,21270
1731294000,21269.25,21300,21265.75,21288
1731308400,21287.25,21323.5,21271.75,21272.25
1731322800,21272.25,21340.75,21163,21171.75
1731337200,21172,21244.25,21098.25,21179.75
1731351600,21180,21233.25,21156.25,21216.5
1731369600,21215.25,21249.5,21190.75,21208.5
1731384000,21207.5,21228.25,21180.25,21208
1731398400,21208.5,21240.75,21128.5,21178.5
1731412800,21177.75,21251.5,21176.25,21185.25
1731427200,21183.75,21210.5,21054.75,21188.5
1731441600,21188.5,21206.5,21138.5,21144.25
1731459600,21145.25,21161,21132,21141
1731474000,21140.75,21179.75,21101.25,21177.75
1731488400,21177.75,21183.5,21114.25,21132.25
1731502800,21131.5,21243.5,21056.5,21165.5
1731517200,21165.25,21268.5,21124,21159.5
1731531600,21159.5,21186.25,21129.75,21133.75
1731549600,21133.25,21151.5,21106.75,21121.5
1731564000,21121.5,21190.25,21090.5,21153.25
1731578400,21152.5,21183,21112.75,21134
1731592800,21134.75,21174.75,21016.75,21083
1731607200,21083.25,21120.75,20950.5,20981.75
1731625200,20977.5,20981.5,20884.25,20915
1731639600,20915,20929,20831,20869.75
1731654000,20869,20875.25,20794.25,20827.75
1731668400,20827.5,20867,20679,20690.5
1731682800,20690.25,20697.5,20405.25,20429
1731697200,20429.25,20568.75,20419.5,20568.25
1731888000,20567.5,20641,20561,20629.5
1731902400,20630.5,20657,20578.25,20596
1731916800,20596.75,20648.25,20545,20571.75
1731931200,20572.25,20695.75,20481.5,20680.75
1731945600,20680.75,20724.25,20589.5,20638.75
1731960000,20638.5,20653.5,20603.5,20626.5
1731978000,20626.25,20697,20606.5,20680.25
1731992400,20681.5,20688.25,20562.5,20629
1732006800,20628.25,20648.25,20492.75,20614
1732021200,20614.25,20700.75,20382.5,20669.5
1732035600,20669.75,20792.5,20643.25,20765.25
1732050000,20765.5,20834.25,20750.25,20790.25
1732068000,20790.5,20814.75,20773,20796
1732082400,20796.5,20843.25,20783,20794.75
1732096800,20794.5,20830,20753,20793
1732111200,20792.75,20793.25,20477.25,20607.25
1732125600,20608,20786.25,20556.5,20738.75
1732143600,20738,20762.25,20620.25,20647.75
1732158000,20648.5,20704.25,20638,20688.75
1732172400,20689.75,20725,20595.25,20679.75
1732186800,20679.5,20905.75,20628.25,20667
1732201200,20668.75,20866,20514.25,20857
1732215600,20856.5,20878.75,20758.5,20773.5
1732233600,20774,20844.5,20760.25,20791
1732248000,20790.5,20827.75,20762,20811
1732262400,20812,20831,20693.25,20771
1732276800,20770.25,20873,20722.25,20842
1732291200,20842.75,20880,20743.25,20846.75
1732305600,20847,20956.5,20801.75,20955
1732496400,20954.75,20970.5,20950.25,20966.25
1732510800,20965,20972,20931.5,20959
1732525200,20958.25,20980.75,20943.75,20955
1732539600,20955.25,21081,20869.5,20905
1732554000,20904.75,20910.25,20780.25,20878.25
1732568400,20878.25,20933.5,20755.25,20843.5
1732586400,20842.5,20913.75,20842.5,20883
1732600800,20882.5,20924.25,20852,20886.25
1732615200,20886.25,20955,20864,20942.5
1732629600,20943.25,21024.75,20919.5,20981.25
1732644000,20981,21008.75,20903.75,20998.75
1732662000,20990.75,21019,20967.75,21005.25
1732676400,21006,21006.75,20952.25,20969.5
1732690800,20970.25,20990,20904.25,20935
1732705200,20935,20970.75,20839.25,20860.5
1732719600,20860.5,20861.5,20675,20810.25
1732734000,20810.5,20834.5,20769.25,20823.5
1732752000,20825.75,20857.75,20823.75,20852.75
1732766400,20854,21006.5,20805.5,20996.5
1732901400,20996.5,21017.5,20941.75,20956.5
1733101200,20956.25,20974.5,20945.5,20956.75
1733115600,20957.5,20974,20940,20970.25
1733130000,20970.5,21012,20940,21006.75
1733144400,21006.5,21238.75,20999,21229.5
1733158800,21229.5,21259.75,21176.25,21217
1733173200,21217,21239.5,21203.25,21216
1733191200,21216,21239.75,21210,21231.25
1733205600,21231.5,21243.5,21211.5,21217
1733220000,21217.5,21226,21187,21196
1733234400,21196.25,21262.75,21134.25,21242.25
1733248800,21242.5,21329,21213,21324.25
1733266800,21323,21343.75,21305.75,21336
1733281200,21335.75,21368.25,21326.25,21353.5
1733295600,21353.25,21413,21343,21406
1733310000,21406.75,21457,21388.25,21417.5
1733324400,21416,21496.75,21391.5,21471.75
1733338800,21472,21548.5,21463.25,21510.75
1733356800,21510,21520.75,21495.5,21515.5
1733371200,21514.75,21520,21491.75,21494.5
1733385600,21494.25,21522.5,21489,21517
1733400000,21517.5,21551.5,21487.75,21502.5
1733414400,21502.5,21567.25,21474,21493.75
1733428800,21493.25,21511,21424.75,21455
1733446800,21453.75,21481.5,21450,21473
1733461200,21469,21495.25,21469,21488.5
1733475600,21488.5,21489.25,21444.25,21478.25
1733490000,21478.75,21645.25,21440.25,21614.5
1733504400,21615.25,21669.25,21597.5,21658.75
1733518800,21658.5,21670.75,21626.75,21652
1733709600,21653,21657.75,21635,21648
1733724000,21648.75,21706.25,21626.5,21633.75
1733738400,21633.25,21636.5,21586,21619.75
1733752800,21620.5,21648.75,21436,21487.75
1733767200,21488,21549.75,21441.25,21473.25
1733785200,21479.25,21485,21458.75,21467.75
1733799600,21468.75,21477,21452.75,21459.25
1733814000,21459.25,21496,21448,21491
1733828400,21491.5,21589.25,21489.75,21546.75
1733842800,21546.5,21606.75,21444,21452.5
1733857200,21453.5,21460,21352.75,21428.75
1733875200,21428,21438.5,21408,21426.5
1733889600,21426.5,21450.5,21405.75,21420.25
1733904000,21420.5,21459.5,21417.5,21442.25
1733918400,21442.5,21736.25,21431.5,21696.75
1733932800,21696.5,21811.75,21690.5,21800
1733947200,21799.75,21820,21742.5,21752
1733965200,21751.75,21763.5,21747.5,21761.5
1733979600,21757.75,21772.25,21742.75,21752
1733994000,21752.75,21763,21693,21701.5
1734008400,21701.25,21739.75,21624.75,21674
1734022800,21674,21745,21642.25,21643.25
1734037200,21643.5,21769,21604.25,21734.25
1734055200,21733.75,21733.75,21698,21722.75
1734069600,21722.25,21787,21722.25,21785.5
1734084000,21786.25,21843.75,21780.75,21821.25
1734098400,21821.5,21908,21666.5,21684.5
1734112800,21684.75,21824,21681.25,21760.5
1734303600,21780.25,21821.75,21762,21816.75
1734318000,21816.75,21819.75,21784.5,21808.5
1734332400,21809,21866.5,21792.75,21862.5
1734346800,21862.5,21972,21837.75,21971.25
1734361200,21971.5,22125,21929.25,22117
1734375600,22117.25,22152.5,22080.25,22099.25
1734393600,22100.25,22124.5,22082.5,22115.25
1734408000,22116.5,22124.5,22037.5,22043.75
1734422400,22042.75,22121.25,22028.75,22087.25
1734436800,22088,22096.5,21942.25,22005.25
1734451200,22005,22080.5,21966.25,21981.25
1734465600,21980.75,22030.25,21900.75,21983.5
1734483600,21985.25,22039,21985.25,22034
1734498000,22024.25,22058.25,22015,22036.5
1734512400,22034.5,22083.75,22012,22075
1734526800,22075.25,22077.25,21913.25,22008.5
1734541200,22007.5,22026.5,21156,21212.75
1734555600,21211.5,21277,21034.25,21228.5
1734573600,21227.75,21234.25,21155.75,21165.75
1734588000,21165.5,21320.75,21165.5,21289.75
1734602400,21290,21405,21272.25,21350.75
1734616800,21346.75,21424.25,21168.25,21255.25
1734631200,21253.75,21334,21080,21145.5
1734649200,21151.5,21151.5,20958.75,20987
1734663600,21001.25,21023.25,20939,21022
1734678000,21027.25,21032.75,20838,20840.75
1734692400,20837,20988.75,20745,20945.25
1734728400,21552.5,21694,21552.5,21685.75
1734919200,21686.25,21731.25,21653.5,21728.25
1734933600,21727.75,21741.5,21654,21665.5
1734948000,21665.5,21679.75,21544.25,21572.5
1734962400,21572.5,21726.5,21477,21694.5
1734976800,21695.5,21776.75,21666,21737.25
1734994800,21743.25,21762,21709,21751.75
1735009200,21751.25,21968.5,21726.75,21960.75
1735057800,21960.75,22096,21943,22090.25
1735192800,22090.25,22098,21922,21933.25
1735207200,21931.5,21977.5,21894.25,21951
1735221600,21950,22076.25,21870.5,22005.5
1735236000,22006.5,22061.25,21980,21984.25
1735254000,21990.75,22008,21950.25,21961
1735268400,21961.5,21967,21926,21936.25
1735282800,21936,21943.5,21898.25,21925.5
1735297200,21925.75,21955.25,21675.75,21695.25
1735311600,21695.25,21707.5,21498.75,21669
1735326000,21666.75,21742.75,21606.5,21703
1735516800,21701,21721.75,21673.75,21680.25
1735531200,21680.25,21695.5,21613,21633.5
1735545600,21632.5,21669.5,21620,21646.5
1735560000,21647.75,21653.5,21253,21372.5
1735574400,21371.5,21571,21340.75,21529.5
1735588800,21528.75,21544,21343.5,21369.5
1735606800,21370.25,21455.75,21368.75,21409
1735621200,21411,21418,21359.5,21384.75
1735635600,21385.75,21524.75,21379,21465
1735650000,21466,21499.5,21287,21330
1735664400,21329.75,21344,21182,21220.75
1735678800,21220.5,21398.5,21197.5,21357.75
1735804800,21357.25,21470,21318,21467.75
1735819200,21467,21490.5,21166.5,21277.25
1735833600,21278.25,21357.5,20983.75,21064
1735848000,21063.25,21240.75,21062,21239
1735866000,21239.25,21260,21206,21226
1735880400,21219.25,21275.5,21207.5,21236.75
1735894800,21237.25,21288,21208.5,21242.25
1735909200,21241.75,21492.25,21227,21464
1735923600,21464.75,21559.25,21441.5,21508
1735938000,21508.25,21544.75,21476.5,21500.5
1736128800,21499.75,21551.75,21483.25,21539
1736143200,21539.75,21673,21530,21669.5
1736157600,21669,21760.5,21642,21749.5
1736172000,21749.5,21896.75,21641.75,21794.5
1736186400,21794.5,21795.75,21647.75,21780.5
1736204400,21781.25,21796.25,21734,21737.75
1736218800,21738.5,21752,21661,21690.75
1736233200,21690.25,21774.5,21688.5,21768.25
1736247600,21768,21806,21695.25,21709.75
1736262000,21709.75,21709.75,21387,21440
1736276400,21439.25,21474.75,21279.5,21392.25
1736294400,21393.5,21437,21388,21406
1736308800,21407,21435,21360.5,21390.25
1736323200,21390,21448.25,21284.5,21364.25
1736337600,21364.75,21406.25,21221.5,21358
1736352000,21358.25,21431.75,21166.25,21337
1736366400,21337.25,21389.5,21271,21307.75
1736384400,21306.25,21347.25,21293.25,21310.5
1736398800,21320.5,21329.25,21218,21293.5
1736413200,21294.75,21334.5,21276.5,21311.75
1736427600,21311.5,21334,21179.5,21196
1736470800,21197.5,21314,21193.75,21301.5
1736485200,21308,21328.5,21233.75,21284.25
1736499600,21283.5,21372.5,21248.5,21322
1736514000,21320.75,21323.5,20874.75,20899.75
1736528400,20900.75,21176.5,20886,21016.25
1736542800,21016.75,21037,20888.5,20926.25
1736733600,20925.75,20948.25,20858.75,20887.25
1736748000,20886.5,20929.75,20694,20721.25
1736762400,20721,20846,20709.25,20810
1736776800,20810,20895,20702,20890
1736791200,20890,20996.5,20835.25,20992.25
1736809200,21020,21088.5,20997,21043.25
1736823600,21042.25,21067.75,21012.25,21046.5
1736838000,21047,21143.5,21021.25,21095.25
1736852400,21094.75,21138.5,20944,20981.25
1736866800,20980.75,21111,20791.75,20997.5
1736881200,20997.25,21013.25,20773.75,20948
1736899200,20947.75,20963.5,20931.25,20935.25
1736913600,20936,20959.25,20927,20934.75
1736928000,20935.25,21014.5,20909,20997.5
1736942400,20996.75,21408,20977.5,21329.75
1736956800,21348.5,21435.5,21246.25,21419.5
1736971200,21419.25,21452.75,21369.75,21425.5
1736989200,21426,21428.5,21382,21388.75
1737003600,21383.5,21567.25,21353,21539.5
1737018000,21539,21547.5,21430.5,21439.75
1737032400,21440.5,21500.25,21317.75,21400.75
1737046800,21400.25,21426,21243.75,21247.75
1737061200,21248.25,21274.25,21172.25,21265.25
1737079200,21265.75,21309.5,21246.5,21298.75
1737093600,21298,21356.75,21251.75,21343.25
1737108000,21343.75,21545.5,21306.75,21541.5
1737122400,21541.75,21682.5,21481.25,21626.25
1737136800,21626,21672,21571.75,21589
1737327600,21600,21618,21526.5,21560.75
1737342000,21561.25,21626.5,21545.75,21600.25
1737442800,21599.25,21730.75,21583,21688
1737457200,21688,21736.5,21572.75,21631.25
1737471600,21630.75,21772,21525.75,21752.75
1737486000,21752.75,21820.25,21697,21810.25
1737504000,21810.25,21858.25,21804.25,21856.75
1737518400,21856.75,21876.75,21839.5,21854
1737532800,21853.75,21907,21850,21886
1737547200,21886.75,22042.75,21880,21994.75
1737561600,21994.5,22093.5,21989.5,22040.25
1737576000,22040.25,22041.5,21943.25,21951
1737594000,21950.5,21966.75,21926,21964
1737608400,21966,21969,21863,21880.75
1737622800,21880.5,21907,21855.5,21900.25
1737637200,21899.5,21971.5,21866,21947.75
1737651600,21948.25,22043.75,21900.25,22041.75
1737666000,22042,22050.5,21994.75,22010
1737684000,22010.25,22058.5,21979.25,21996
1737698400,21997.25,22022.25,21971.75,22004.75
1737712800,22004.75,22043.75,21985,22011
1737727200,22010.75,22078.25,21930.75,21941.5
1737741600,21941.75,21952.5,21844,21907.75
1737932400,21771,21771,21488.75,21522.75
1737946800,21523,21563,21357,21388.5
1737961200,21388.75,21412,20763.75,20886.75
1737975600,20887.75,21341,20878,21334.25
1737990000,21330.5,21418.5,21138.75,21150.75
1738004400,21151.75,21357.5,21095,21326.75
1738022400,21327,21341,21219,21289.75
1738036800,21289.25,21351.25,21246.25,21340.25
1738051200,21341.25,21423.5,21289.25,21341.5
1738065600,21341.75,21481.5,21159.5,21451.75
1738080000,21464.25,21626,21387.5,21615.5
1738094400,21615.25,21622.5,21530.5,21566.25
1738112400,21565.5,21608.75,21554.25,21596.5
1738126800,21596,21695,21577,21667.5
1738141200,21666.25,21690,21628.5,21647.25
1738155600,21646.5,21647.25,21456,21484
1738170000,21483.5,21600.75,21367,21530.75
1738184400,21531,21667,21387,21649.75
1738202400,21650,21680,21645.75,21659.5
1738216800,21660,21715.25,21622.25,21634.75
1738231200,21634.75,21670.75,21574.25,21668
1738245600,21668.5,21748.75,21420,21552.75
1738260000,21552.75,21700,21523.5,21608.75
1738278000,21680,21787.75,21660,21740.25
1738292400,21740,21773.5,21722,21760.75
1738306800,21761.75,21807.25,21742.75,21781.5
1738321200,21780.75,21872.25,21750,21868
1738335600,21868.25,21965.75,21721,21751.75
1738350000,21752,21781.75,20943,21115
1738540800,21114,21155.5,20976.75,21035.75
1738555200,21034,21154,20981.25,21117.75
1738569600,21118.25,21272,21118.25,21224.5
1738584000,21224.75,21453.75,21113.25,21420
1738598400,21419,21519.75,21340.75,21485.5
1738612800,21486.25,21600,21388.25,21549
1738630800,21548.75,21549.5,21426,21454.5
1738645200,21301.5,21424.75,21242.5,21363
1738659600,21362.5,21498.5,21356,21457
1738674000,21455.5,21694,21405.25,21657.5
1738688400,21658,21685.25,21550,21668
1738702800,21667.75,21691.75,21550,21570.25
1738720800,21569.5,21588.5,21530.5,21539.5
1738735200,21541,21549.25,21435.5,21441
1738749600,21441,21553.75,21429.75,21529.25
1738764000,21529.25,21742.25,21501,21704.75
1738778400,21705.5,21795,21672,21770.5
1738796400,21764.5,21797.75,21749.75,21780.75
1738810800,21781,21832.75,21770.25,21810
1738825200,21810.5,21830.75,21770,21779.25
1738839600,21778.5,21823.5,21705.75,21790.25
1738854000,21789.5,21848.75,21740.25,21816.5
1738868400,21815.25,21882.25,21711.5,21854
1738886400,21853,21899.25,21843.5,21872.25
1738900800,21872.75,21874.25,21826.25,21861
1738915200,21860.75,21881.75,21833,21872
1738929600,21871.25,21968,21613.25,21722
1738944000,21721.25,21759.25,21566,21607.5
1738958400,21607,21700,21418,21699.5
1739149200,21698.75,21702.25,21659.5,21683.75
1739163600,21685,21732.5,21683,21694.5
1739178000,21695,21752.5,21685.25,21739
1739192400,21739.25,21894,21733.25,21871.5
1739206800,21871.5,21886.25,21817.25,21843
1739221200,21843.25,21847.75,21773.75,21795.5
1739239200,21795.75,21797.25,21750.5,21789
1739253600,21789.25,21792,21719,21748
1739268000,21748.75,21770,21672.5,21676
1739282400,21675.5,21871.5,21669.5,21763.75
1739296800,21764,21840.5,21747.75,21792.5
1739314800,21794.25,21831,21779.5,21810.25
1739329200,21811,21812.25,21766,21783.25
1739343600,21783.75,21813.75,21736,21791
1739358000,21791.25,21850,21510.75,21677
1739372400,21677.25,21826.75,21580.5,21792.5
1739386800,21793,21898.5,21758,21888.25
1739404800,21888,21914.75,21871.25,21907
1739419200,21907.75,21927,21841.75,21854.75
1739433600,21854.75,21861.5,21753,21824
1739448000,21823.5,22057.75,21787.25,22038.25
1739462400,22038,22075.5,21890.5,22057
1739476800,22057.5,22123.75,22052.75,22096.25
1739494800,22096.25,22147,22094.25,22143
1739509200,22138.75,22163.5,22102.25,22118
1739523600,22117.25,22146.25,22042.5,22084.5
1739538000,22084,22170.25,22070,22138.5
1739552400,22139.25,22225,22092,22194.5
1739566800,22194.5,22252,22182,22246
1739757600,22247.5,22276.5,22242.25,22253
1739858400,22252.25,22319.75,22250.5,22273.25
1739872800,22272.75,22313.5,22263,22311
1739887200,22311.75,22318.25,22125,22195
1739901600,22195,22250,22102.75,22224.25
1739919600,22224.5,22291.25,22222,22286.25
1739934000,22285.75,22289.5,22252.5,22255.75
1739948400,22256,22275.75,22203,22220.5
1739962800,22220.75,22255.75,22155,22167.75
1739977200,22168.25,22264.25,22118,22232.5
1739991600,22232.5,22299.75,22205.5,22217.75
1740009600,22217.75,22230,22157.5,22180.75
1740024000,22180,22183,22141,22150
1740038400,22149.5,22219.75,22149,22186
1740052800,22186.5,22225.5,21951,21988.75
1740067200,21988.75,22127.75,21983.5,22116.75
1740081600,22116.5,22174.5,22084.5,22156
1740099600,22155,22160.5,22122,22125.25
1740114000,22119,22159.5,22104.25,22148
1740128400,22147.75,22220,22141,22217.5
1740142800,22217,22245.5,21940.75,21979.25
1740157200,21978.5,21998.5,21662.5,21682.5
1740171600,21682.5,21792.75,21652.75,21746
1740362400,21746,21801.5,21740.5,21793.5
1740376800,21792.5,21812.75,21701,21783.25
1740391200,21783,21803,21739.5,21799.75
1740405600,21799.75,21805.25,21436.25,21605.25
1740420000,21605.75,21660.5,21407.5,21427.25
1740438000,21442.5,21453.75,21366.5,21438
1740452400,21438.25,21445,21409.25,21422.25
1740466800,21421.75,21425.25,21286,21296.25
1740481200,21295.75,21451.75,21210.75,21260
1740495600,21259.75,21281.25,20990,21199.5
1740510000,21199.5,21263,21121,21225.75
1740528000,21225,21267,21200,21238.75
1740542400,21238.25,21305.5,21231.75,21293.5
1740556800,21293,21329.25,21263.25,21288.25
1740571200,21287.5,21373,21189,21351.5
1740585600,21352,21409.25,21064.5,21093.75
1740600000,21094,21327,21055,21137.25
1740618000,21137.75,21215.5,21108.25,21169.25
1740632400,21189.25,21328,21187.5,21322.5
